customer_id,signup_date,country_code,postal_code,age,employment_status,annual_income,plan_type,tenure_months,monthly_charges,total_charges,support_calls,region,data_plan,churned
CUS100153,2021-10-21,CH,50098,25,self-employed,27767.0,Basic,69,21.56,1487.64,0,EU-WEST,unlimited,1
CUS100551,2022-10-14,DE,16602,70,employed,27652.0,Standard,52,34.61,1799.72,1,EU-WEST,unlimited,0
CUS100432,2023-04-25,BE,26535,77,student,25834.0,Premium,48,78.6,3772.8,3,EU-WEST,unlimited,0
CUS100431,2022-11-09,DE,08821,64,employed,27617.0,Business,23,100.18,2304.14,1,EU-WEST,unlimited,1
CUS100477,2022-03-23,DE,19561,40,employed,28314.0,Basic,41,12.44,510.04,4,EU-WEST,unlimited,0
CUS100327,2024-04-12,DE,57251,65,employed,25363.0,Standard,9,51.2,460.8,0,EU-WEST,unlimited,1
CUS100256,2023-09-27,DE,68447,46,employed,112124.0,Basic,8,26.78,214.24,0,EU-WEST,unlimited,1
CUS100311,2022-04-29,CH,35568,57,employed,51446.0,Basic,70,28.41,1988.7,1,EU-WEST,unlimited,1
CUS100587,2020-03-30,NA,01964,30,retired,112739.0,Standard,47,45.47,2137.09,3,EU-WEST,unlimited,0
CUS100304,2021-12-12,DE,44020,75,employed,40943.0,Basic,49,31.77,1556.73,2,EU-WEST,unlimited,0
CUS100272,2019-09-14,DE,40245,32,employed,25673.0,Basic,15,23.16,347.4,0,EU-WEST,unlimited,0
CUS100330,2021-08-12,FR,47426,75,student,,Basic,66,18.49,1220.34,2,EU-WEST,unlimited,0
CUS100413,2021-03-20,DE,77960,74,self-employed,,Basic,58,18.33,1063.14,1,EU-WEST,unlimited,0
CUS100133,2019-10-04,DE,51407,52,student,44780.0,Business,29,97.28,2821.12,2,EU-WEST,unlimited,0
CUS100031,2021-08-03,FR,67090,35,self-employed,,Basic,40,17.28,691.2,0,EU-WEST,unlimited,0
CUS100253,2019-03-15,FR,94114,25,self-employed,,Basic,15,18.38,275.7,2,EU-WEST,unlimited,0
CUS100270,2023-07-21,FR,87940,52,employed,27411.0,Business,16,102.15,1634.4,1,EU-WEST,unlimited,1
CUS100458,2020-01-08,AT,55833,54,student,12522.0,Premium,50,82.88,4144.0,2,EU-WEST,unlimited,0
CUS100161,2022-11-24,DE,96185,41,self-employed,52814.0,Standard,14,49.7,695.8,2,EU-WEST,unlimited,0
CUS100339,2020-09-25,AT,79375,71,employed,52612.0,Business,70,98.39,6887.3,0,EU-WEST,unlimited,1
CUS100286,2019-01-15,DE,94789,70,retired,47615.0,Basic,69,19.84,1368.96,3,EU-WEST,unlimited,0
CUS100248,2023-03-11,BE,85297,39,employed,21749.0,Basic,7,33.25,?,2,EU-WEST,unlimited,0
CUS100437,2022-03-14,DE,82017,28,self-employed,47164.0,Basic,10,28.57,?,2,EU-WEST,unlimited,1
CUS100524,2023-11-22,DE,51144,57,employed,52477.0,Basic,66,20.48,1351.68,2,EU-WEST,unlimited,0
CUS100527,2019-02-26,DE,56986,28,employed,61986.0,Premium,10,73.43,734.3,0,EU-WEST,unlimited,0
CUS100341,2022-03-14,DE,39621,21,unemployed,,Basic,34,26.36,896.24,0,EU-WEST,unlimited,1
CUS100336,2019-10-28,DE,39386,72,student,42292.0,Premium,28,83.08,2326.24,0,EU-WEST,unlimited,0
CUS100151,2022-05-17,DE,42493,50,employed,47221.0,Premium,61,78.87,4811.07,0,EU-WEST,unlimited,1
CUS100001,2020-12-02,DE,65088,36,employed,65329.0,Standard,46,41.21,1895.66,1,EU-WEST,unlimited,1
CUS100224,2019-04-17,AT,53229,24,employed,31782.0,Premium,72,76.34,5496.48,0,EU-WEST,unlimited,0
CUS100207,2020-02-09,DE,82413,39,employed,21451.0,Premium,38,77.38,2940.44,1,EU-WEST,unlimited,0
CUS100429,2021-04-13,AT,49174,20,employed,17081.0,Basic,58,24.12,1398.96,2,EU-WEST,unlimited,0
CUS100117,2024-09-05,DE,01122,54,student,67705.0,Standard,71,39.97,2837.87,0,EU-WEST,unlimited,0
CUS100588,2019-06-25,DE,92536,39,employed,40563.0,Standard,10,45.17,451.7,2,EU-WEST,unlimited,1
CUS100388,2022-01-09,DE,64858,68,student,28891.0,Standard,8,41.98,335.84,0,EU-WEST,unlimited,0
CUS100219,2019-04-20,DE,53112,52,employed,50375.0,Basic,38,19.45,739.1,3,EU-WEST,unlimited,0
CUS100022,2021-11-10,DE,42178,35,student,48448.0,Premium,25,79.0,1975.0,0,EU-WEST,unlimited,1
CUS100264,2020-07-20,DE,05008,36,employed,41521.0,Premium,72,84.18,6060.96,0,EU-WEST,unlimited,0
CUS100274,2020-06-01,DE,63548,19,retired,30850.0,Basic,12,17.05,204.6,1,EU-WEST,unlimited,0
CUS100407,2021-09-10,FR,65351,77,student,56565.0,Standard,14,38.99,545.86,4,EU-WEST,unlimited,0
CUS100070,2019-01-19,NL,43839,37,retired,14601.0,Basic,64,38.13,2440.32,3,EU-WEST,unlimited,1
CUS100128,2021-09-08,DE,31361,41,self-employed,,Standard,41,41.62,1706.42,2,EU-WEST,unlimited,0
CUS100444,2020-10-07,DE,17056,68,student,39030.0,Basic,43,34.28,1474.04,1,EU-WEST,unlimited,0
CUS100533,2023-09-02,DE,59620,66,employed,49503.0,Basic,66,29.82,1968.12,0,EU-WEST,unlimited,0
CUS100098,2022-11-27,FR,09695,68,retired,66513.0,Basic,45,11.41,513.45,2,EU-WEST,unlimited,0
CUS100546,2021-01-17,DE,79884,54,employed,35878.0,Standard,14,45.03,630.42,2,EU-WEST,unlimited,1
CUS100021,2019-10-08,DE,42296,40,employed,48942.0,Standard,22,37.72,829.84,0,EU-WEST,unlimited,0
CUS100414,2020-04-02,AT,61541,28,employed,34621.0,Basic,34,22.92,779.28,2,EU-WEST,unlimited,0
CUS100149,2019-09-13,AT,30748,25,unemployed,,Standard,10,39.41,394.1,4,EU-WEST,unlimited,1
CUS100354,2021-03-15,FR,59868,45,retired,35422.0,Standard,51,57.93,2954.43,2,EU-WEST,unlimited,1
CUS100601,2023-01-24,AT,85552,22,self-employed,,Premium,47,74.66,3509.02,4,EU-WEST,unlimited,0
CUS100052,2024-09-01,DE,53321,57,unemployed,47531.0,Basic,70,21.43,1500.1,0,EU-WEST,unlimited,0
CUS100198,2021-05-16,DE,37934,33,student,20566.0,Basic,66,25.52,1684.32,1,EU-WEST,unlimited,1
CUS100122,2022-02-18,DE,03384,43,self-employed,32901.0,Standard,33,38.72,1277.76,1,EU-WEST,unlimited,1
CUS100203,2020-11-03,DE,22172,24,self-employed,,Premium,48,81.9,3931.2,2,EU-WEST,unlimited,0
CUS100067,2023-10-05,NL,87484,64,employed,33542.0,Standard,14,52.52,735.28,1,EU-WEST,unlimited,0
CUS100223,2024-09-27,AT,76878,75,unemployed,107392.0,Premium,66,73.76,4868.16,1,EU-WEST,unlimited,0
CUS100127,2019-03-04,DE,99701,48,employed,82843.0,Standard,11,41.82,460.02,2,EU-WEST,unlimited,0
CUS100139,2024-05-03,DE,77494,74,student,62972.0,Premium,16,77.59,1241.44,1,EU-WEST,unlimited,1
CUS100417,2022-04-20,DE,89946,36,employed,,Business,62,95.39,5914.18,2,EU-WEST,unlimited,0
CUS100218,2019-11-24,FR,52957,50,employed,64316.0,Basic,66,29.85,1970.1,0,EU-WEST,unlimited,0
CUS100157,2020-09-25,DE,73720,64,employed,24343.0,Premium,42,71.65,3009.3,1,EU-WEST,unlimited,0
CUS100094,2019-02-01,DE,61417,53,retired,21827.0,Basic,18,612.4,407.34,0,EU-WEST,unlimited,0
CUS100255,2024-02-04,DE,47280,62,student,20989.0,Premium,27,73.47,1983.69,3,EU-WEST,unlimited,0
CUS100039,2022-12-13,DE,41066,35,self-employed,61080.0,Standard,72,38.11,2743.92,4,EU-WEST,unlimited,0
CUS100130,2022-03-19,DE,85002,56,student,59731.0,Standard,26,48.94,1272.44,0,EU-WEST,unlimited,0
CUS900006,2022-03-28,DE,44851,59,unemployed,,Standard,35,47.04,1646.4,3,EU-WEST,unlimited,0
CUS100189,2019-06-28,FR,97121,23,employed,23377.0,Basic,24,31.2,748.8,0,EU-WEST,unlimited,1
CUS100402,2023-01-02,DE,92558,68,employed,16257.0,Standard,32,53.46,1710.72,1,EU-WEST,unlimited,1
CUS100038,2022-09-13,NA,45281,58,employed,30828.0,Basic,25,34.49,862.25,0,EU-WEST,unlimited,0
CUS100242,2020-12-09,DE,05455,43,employed,31582.0,Basic,63,21.16,1333.08,3,EU-WEST,unlimited,0
CUS100353,2020-01-20,FR,66770,20,employed,44276.0,Basic,56,23.1,1293.6,2,EU-WEST,unlimited,0
CUS100534,2022-10-25,DE,70133,31,unemployed,,Basic,53,28.17,1493.01,2,EU-WEST,unlimited,0
CUS100503,2024-07-23,DE,29478,45,retired,36160.0,Standard,39,50.86,1983.54,1,EU-WEST,unlimited,0
CUS100159,2019-07-10,DE,82852,22,employed,20298.0,Premium,11,83.06,913.66,1,EU-WEST,unlimited,0
CUS100394,2021-11-11,NA,84092,63,self-employed,,Standard,33,52.97,1748.01,1,EU-WEST,unlimited,0
CUS100537,2024-01-18,DE,77954,31,employed,44963.0,Basic,23,24.88,572.24,3,EU-WEST,unlimited,1
CUS100240,2020-04-08,FR,85271,68,employed,30051.0,Standard,70,58.68,4107.6,0,EU-WEST,unlimited,0
CUS100013,2020-07-10,DE,52631,60,unemployed,18883.0,Premium,1,67.67,67.67,1,EU-WEST,unlimited,0
CUS100475,2021-11-25,CH,47312,73,retired,20292.0,Basic,16,41.22,659.52,4,EU-WEST,unlimited,1
CUS100556,2023-01-29,AT,27625,53,unemployed,,Basic,6,16.69,100.14,0,EU-WEST,unlimited,0
CUS100314,2020-07-31,DE,10885,49,employed,25505.0,Premium,45,75.58,3401.1,3,EU-WEST,unlimited,0
CUS100361,2021-09-30,DE,40933,34,employed,62630.0,Basic,66,20.82,1374.12,1,EU-WEST,unlimited,0
CUS100320,2019-03-14,DE,72762,56,retired,22934.0,Standard,34,41.1,1397.4,4,EU-WEST,unlimited,1
CUS100355,2020-11-21,DE,07087,29,retired,19626.0,Basic,59,26.24,1548.16,1,EU-WEST,unlimited,1
CUS100034,2023-09-11,DE,03180,62,employed,17151.0,Basic,59,9.07,535.13,2,EU-WEST,unlimited,0
CUS100334,2024-05-30,DE,74448,63,unemployed,27717.0,Standard,33,45.07,1487.31,1,EU-WEST,unlimited,0
CUS100376,2023-09-21,NL,36436,75,employed,,Premium,19,74.87,1422.53,1,EU-WEST,unlimited,1
CUS100184,2022-04-21,DE,84334,70,student,21195.0,Premium,41,65.78,?,1,EU-WEST,unlimited,0
CUS100423,2022-06-30,CH,86543,46,self-employed,38577.0,Basic,23,34.1,784.3,3,EU-WEST,unlimited,1
CUS100325,2021-01-10,BE,85015,60,employed,50223.0,Standard,61,45.39,2768.79,4,EU-WEST,unlimited,0
CUS100187,2021-05-24,DE,28302,61,self-employed,45607.0,Basic,40,20.3,812.0,3,EU-WEST,unlimited,1
CUS100284,2021-08-19,DE,54726,56,unemployed,28031.0,Basic,60,15.78,946.8,0,EU-WEST,unlimited,0
CUS100391,2023-03-16,DE,32118,36,employed,33125.0,Premium,49,77.29,3787.21,4,EU-WEST,unlimited,0
CUS100612,2019-01-16,DE,20307,32,employed,44926.0,Standard,11,51.4,565.4,1,EU-WEST,unlimited,0
CUS100165,2021-07-19,NL,26414,69,self-employed,42761.0,Premium,40,588.15,3021.6,1,EU-WEST,unlimited,0
CUS100347,2020-05-15,DE,17244,33,employed,65663.0,Basic,14,24.46,342.44,1,EU-WEST,unlimited,0
CUS100298,2022-03-09,DE,43765,49,unemployed,,Business,39,96.66,3769.74,2,EU-WEST,unlimited,0
CUS100535,2021-08-30,FR,14820,66,employed,23675.0,Standard,20,47.91,958.2,0,EU-WEST,unlimited,1
CUS100229,2022-02-13,AT,43743,69,employed,19382.0,Standard,1,34.64,34.64,3,EU-WEST,unlimited,0
CUS100041,2020-12-11,DE,36647,33,retired,40443.0,Basic,16,33.89,542.24,0,EU-WEST,unlimited,1
CUS100543,2023-09-26,DE,29441,58,student,19512.0,Basic,14,28.11,393.54,1,EU-WEST,unlimited,0
CUS100446,2021-01-10,CH,51603,59,self-employed,,Basic,28,20.57,575.96,0,EU-WEST,unlimited,0
CUS100447,2023-09-15,DE,08298,30,retired,31920.0,Basic,46,17.92,824.32,3,EU-WEST,unlimited,1
CUS100349,2024-01-20,FR,65288,29,employed,65292.0,Basic,5,37.19,185.95,2,EU-WEST,unlimited,1
CUS100045,2023-12-14,DE,87501,38,retired,66508.0,Basic,45,19.56,880.2,3,EU-WEST,unlimited,0
CUS100108,2024-04-05,DE,77093,37,unemployed,21963.0,Premium,44,73.51,3234.44,1,EU-WEST,unlimited,0
CUS100029,2019-06-17,DE,84627,64,employed,20883.0,Basic,37,19.41,718.17,4,EU-WEST,unlimited,1
CUS100181,2022-11-11,AT,54778,58,employed,40770.0,Basic,3,20.25,60.75,4,EU-WEST,unlimited,0
CUS100419,2023-04-19,DE,58935,57,self-employed,,Basic,4,20.89,83.56,3,EU-WEST,unlimited,1
CUS100104,2023-05-31,DE,62420,52,employed,26260.0,Standard,8,46.86,374.88,0,EU-WEST,unlimited,0
CUS100060,2024-01-17,DE,49290,19,self-employed,23695.0,Basic,20,20.88,417.6,2,EU-WEST,unlimited,0
CUS100083,2019-02-12,CH,14120,72,employed,66001.0,Premium,64,75.81,4851.84,4,EU-WEST,unlimited,0
CUS100490,2019-08-26,NL,94618,23,employed,61206.0,Business,43,91.28,3925.04,0,EU-WEST,unlimited,0
CUS100315,2019-06-25,AT,56099,55,student,15220.0,Basic,29,23.36,?,4,EU-WEST,unlimited,0
CUS100450,2023-10-19,DE,10069,55,self-employed,18705.0,Standard,58,35.5,2059.0,1,EU-WEST,unlimited,0
CUS100381,2024-01-08,AT,94123,41,self-employed,30070.0,Basic,14,24.99,349.86,4,EU-WEST,unlimited,1
CUS100422,2019-08-03,DE,95336,35,employed,63628.0,Business,61,99.17,6049.37,2,EU-WEST,unlimited,0
CUS100496,2020-08-21,NA,05047,19,employed,39637.0,Business,49,97.44,4774.56,0,EU-WEST,unlimited,0
CUS100604,2019-10-17,DE,59637,68,employed,23680.0,Basic,63,29.58,1863.54,0,EU-WEST,unlimited,1
CUS100523,2019-09-13,DE,73449,51,employed,50893.0,Standard,55,45.83,2520.65,1,EU-WEST,unlimited,0
CUS100445,2024-07-04,DE,73483,46,unemployed,,Basic,42,33.51,1407.42,0,EU-WEST,unlimited,1
CUS100000,2024-05-30,DE,38835,68,employed,84858.0,Standard,69,40.85,2818.65,2,EU-WEST,unlimited,0
CUS100362,2024-07-22,AT,80195,54,self-employed,62571.0,Basic,50,28.62,1431.0,0,EU-WEST,unlimited,0
CUS100457,2021-01-02,DE,10658,43,employed,129206.0,Standard,60,48.77,2926.2,2,EU-WEST,unlimited,0
CUS100488,2024-02-19,AT,99555,38,employed,23894.0,Premium,43,75.0,3225.0,0,EU-WEST,unlimited,1
CUS100088,2020-07-15,CH,80472,66,employed,17947.0,Business,51,88.5,4513.5,0,EU-WEST,unlimited,0
CUS100483,2024-10-23,DE,94767,45,employed,62428.0,Standard,19,47.05,893.95,2,EU-WEST,unlimited,0
CUS100460,2019-04-17,DE,53770,40,student,80887.0,Business,27,96.26,2599.02,3,EU-WEST,unlimited,1
CUS100077,2023-11-13,DE,90473,70,employed,16999.0,Premium,60,76.98,4618.8,2,EU-WEST,unlimited,0
CUS100268,2020-07-15,CH,61637,51,employed,,Premium,7,71.61,501.27,1,EU-WEST,unlimited,0
CUS100123,2020-06-07,DE,37379,60,employed,37339.0,Standard,46,39.98,1839.08,3,EU-WEST,unlimited,0
CUS100297,2020-11-24,DE,05395,29,employed,24121.0,Standard,38,46.9,1782.2,1,EU-WEST,unlimited,1
CUS100095,2022-08-06,NA,75132,47,employed,32053.0,Business,39,94.17,3672.63,0,EU-WEST,unlimited,0
CUS100011,2023-08-15,DE,08355,60,employed,41381.0,Basic,63,28.37,1787.31,1,EU-WEST,unlimited,0
CUS100114,2019-03-16,DE,23505,25,self-employed,60869.0,Basic,29,19.37,561.73,0,EU-WEST,unlimited,0
CUS100428,2020-05-25,AT,99239,40,employed,69506.0,Standard,10,39.29,392.9,2,EU-WEST,unlimited,0
CUS100257,2024-10-31,CH,70494,32,employed,68729.0,Standard,13,45.66,593.58,0,EU-WEST,unlimited,0
CUS100352,2020-07-18,DE,46804,62,employed,22886.0,Basic,1,20.72,20.72,2,EU-WEST,unlimited,1
CUS100531,2020-06-05,FR,98473,60,self-employed,,Standard,6,55.01,?,1,EU-WEST,unlimited,1
CUS100169,2021-02-05,DE,44411,-1,employed,,Basic,64,12.19,780.16,0,EU-WEST,unlimited,1
CUS100239,2020-02-18,AT,95182,22,employed,26821.0,Basic,59,20.97,-,2,EU-WEST,unlimited,0
CUS100277,2024-11-26,DE,80648,23,employed,52716.0,Business,38,98.22,3732.36,1,EU-WEST,unlimited,0
CUS100160,2021-05-14,CH,87436,58,employed,44367.0,Basic,41,22.28,913.48,3,EU-WEST,unlimited,0
CUS100073,2021-04-23,NA,25446,47,employed,33274.0,Basic,27,29.52,797.04,1,EU-WEST,unlimited,1
CUS100529,2020-05-27,DE,32208,46,student,22348.0,Standard,10,41.67,416.7,1,EU-WEST,unlimited,1
CUS100062,2019-02-18,BE,29341,46,self-employed,,Business,28,85.68,2399.04,1,EU-WEST,unlimited,0
CUS100492,2021-07-11,DE,02239,59,retired,71735.0,Premium,61,68.29,4165.69,0,EU-WEST,unlimited,0
CUS100047,2023-12-20,DE,76328,64,student,43016.0,Standard,4,52.58,210.32,2,EU-WEST,unlimited,0
CUS100591,2024-02-09,CH,35514,42,employed,91399.0,Standard,72,36.69,2641.68,3,EU-WEST,unlimited,0
CUS900001,2022-06-04,DE,86598,70,unemployed,28717.0,Premium,43,83.64,3596.52,0,EU-WEST,unlimited,0
CUS100505,2024-11-28,NA,17965,56,student,33711.0,Premium,16,79.78,1276.48,1,EU-WEST,unlimited,1
CUS100020,2024-01-29,DE,58656,73,self-employed,,Standard,59,53.44,3152.96,2,EU-WEST,unlimited,0
CUS100424,2023-06-22,DE,52775,31,employed,51082.0,Basic,12,13.42,161.04,2,EU-WEST,unlimited,0
CUS100192,2023-06-17,DE,25627,50,retired,49258.0,Premium,4,78.81,315.24,1,EU-WEST,unlimited,1
CUS100215,2021-09-08,DE,61822,24,employed,53987.0,Standard,50,33.94,1697.0,2,EU-WEST,unlimited,1
CUS100244,2021-04-24,NA,13411,19,retired,29826.0,Basic,35,35.81,1253.35,3,EU-WEST,unlimited,1
CUS100363,2022-09-17,DE,86810,76,unemployed,28131.0,Business,58,97.82,5673.56,3,EU-WEST,unlimited,0
CUS100059,2019-09-20,DE,63801,72,employed,42131.0,Basic,38,24.15,917.7,2,EU-WEST,unlimited,0
CUS100221,2020-02-19,DE,81189,32,self-employed,,Basic,56,38.45,2153.2,0,EU-WEST,unlimited,0
CUS100176,2020-04-26,FR,44145,74,employed,22877.0,Standard,71,38.96,2766.16,2,EU-WEST,unlimited,0
CUS100449,2024-02-29,FR,04042,54,student,56183.0,Standard,44,42.01,1848.44,2,EU-WEST,unlimited,0
CUS100055,2019-09-27,DE,95238,21,employed,70518.0,Standard,67,38.02,2547.34,2,EU-WEST,unlimited,0
CUS100254,2020-12-02,CH,77155,67,retired,54259.0,Basic,66,22.72,1499.52,0,EU-WEST,unlimited,0
CUS100385,2023-02-17,DE,22002,36,self-employed,25626.0,Standard,3,43.34,130.02,2,EU-WEST,unlimited,0
CUS100197,2020-11-05,DE,70693,34,employed,27432.0,Standard,3,45.99,137.97,2,EU-WEST,unlimited,0
CUS100068,2022-08-01,DE,95747,43,unemployed,,Standard,70,49.01,3430.7,1,EU-WEST,unlimited,0
CUS100168,2020-01-25,CH,68296,47,unemployed,23776.0,Standard,28,45.6,1276.8,3,EU-WEST,unlimited,0
CUS100185,2022-04-11,CH,01649,63,retired,39178.0,Basic,34,32.43,1102.62,7,EU-WEST,unlimited,0
CUS100035,2024-05-17,DE,27591,30,employed,28205.0,Business,58,95.96,5565.68,1,EU-WEST,unlimited,0
